Survey_ID,Class,Question,D_Value,L_Confidence,H_Confidence,P_ID
501223,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,35.2,30.8,39.8,1323
501224,Physical Activity,Percent of adults who engage in no leisure-time physical activity,30,26.1,34.2,1324
501225,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,32,26.8,37.6,1325
501226,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,37.1,27.5,47.8,1326
501227,Physical Activity,Percent of adults who engage in no leisure-time physical activity,12.9,11.2,14.8,1327
501228,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,36.4,32,41.1,1328
501229,Physical Activity,Percent of adults who engage in no leisure-time physical activity,23.7,19.6,28.3,1329
501230,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.9,27.1,37.1,1330
501231,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,31.2,25.9,37,1331
501232,Physical Activity,Percent of adults who engage in no leisure-time physical activity,31.3,27.3,35.7,1332
501233,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,28.2,23,33.9,1333
501234,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,39.2,33.3,45.5,1334
501235,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.7,25.3,36.6,1335
501236,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,26.9,22.6,31.7,1336
501237,Physical Activity,Percent of adults who engage in no leisure-time physical activity,24.4,21.7,27.3,1337
501238,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,34.3,29.9,39,1338
501239,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,36.5,33.2,40,1339
501240,Physical Activity,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),46.4,37.8,55.2,1340
501241,Physical Activity,Percent of adults who engage in no leisure-time physical activity,20.2,16.5,24.4,1341
501242,Physical Activity,Percent of adults who engage in no leisure-time physical activity,29,23.3,35.5,1342
501243,Physical Activity,Percent of adults who engage in no leisure-time physical activity,37.5,33.2,42,1343
501244,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.7,26.6,31,1344
501245,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.6,26,33.4,1345
501246,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.6,22.8,37.3,1346
501247,Physical Activity,Percent of adults who engage in no leisure-time physical activity,40.6,33.6,48,1347
501248,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,32.2,28.9,35.6,1348
501249,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,34,29.9,38.4,1349
501250,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.8,30.7,37,1350
501251,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,36.9,34.6,39.3,1351
501252,Physical Activity,Percent of adults who engage in no leisure-time physical activity,24.7,20.2,29.9,1352
501253,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,28.4,22.8,34.7,1353
501254,Physical Activity,Percent of adults who engage in no leisure-time physical activity,19.5,17,22.4,1354
501255,Physical Activity,Percent of adults who engage in no leisure-time physical activity,38.3,33.8,43.1,1355
501256,Physical Activity,Percent of adults who engage in no leisure-time physical activity,26.2,23.4,29.1,1356
501257,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,35.9,32.2,39.8,1357
501258,Physical Activity,Percent of adults who engage in no leisure-time physical activity,30.2,27.5,33,1358
501259,Physical Activity,Percent of adults who engage in no leisure-time physical activity,31.6,28,35.5,1359
501260,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,39,33.1,45.3,1360
501261,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,41.1,32.3,50.5,1361
501262,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,36.1,33.3,39,1362
501263,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.2,19.7,29.4,1363
501264,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,32.3,28.2,36.7,1364
501265,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.9,25.6,36.7,1365
501266,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.9,24.6,31.4,1366
501267,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.5,25.9,35.5,1367
501268,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,36.6,34.7,38.5,1368
501269,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,39.8,35.1,44.8,1369
501270,Physical Activity,Percent of adults who engage in no leisure-time physical activity,35.6,31.8,39.5,1370
501271,Physical Activity,Percent of adults who engage in no leisure-time physical activity,19.4,13.3,27.5,1371
501272,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.5,24.8,32.5,1372
501273,Physical Activity,Percent of adults who engage in no leisure-time physical activity,10.6,9.5,11.9,1373
501274,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,29.1,23.7,35.1,1374
501275,Physical Activity,Percent of adults who engage in no leisure-time physical activity,12.4,10.2,15,1375
501276,Physical Activity,Percent of adults who engage in no leisure-time physical activity,36.4,30.4,42.7,1376
501277,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,41.8,39.1,44.6,1377
501278,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,28,23,33.6,1378
501279,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.3,23.3,36.2,1379
501280,Physical Activity,Percent of adults who engage in no leisure-time physical activity,40.4,32.6,48.7,1380
501281,Physical Activity,Percent of adults who engage in no leisure-time physical activity,27.6,25.1,30.2,1381
501282,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,34.3,29.3,39.7,1382
501283,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,36.2,30.5,42.4,1383
501284,Physical Activity,Percent of adults who engage in no leisure-time physical activity,20.3,15.8,25.6,1384
501285,Physical Activity,Percent of adults who engage in no leisure-time physical activity,26,21.8,30.5,1385
501286,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,35.1,30.9,39.5,1386
501287,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,16.3,12.2,21.5,1387
501288,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,37.1,34,40.2,1388
501289,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,34.6,31.9,37.3,1389
501290,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,23.7,19.6,28.3,1390
501291,Physical Activity,Percent of adults who engage in no leisure-time physical activity,20.4,17.2,24,1391
501292,Physical Activity,Percent of adults who engage in no leisure-time physical activity,36.6,33.5,39.9,1392
501293,Physical Activity,Percent of adults who engage in no leisure-time physical activity,14,11.8,16.5,1393
501294,Physical Activity,Percent of adults who engage in no leisure-time physical activity,28.3,24.2,32.7,1394
501295,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,36.6,34.2,39.1,1395
501296,Physical Activity,Percent of adults who engage in no leisure-time physical activity,26.6,22,31.9,1396
501297,Physical Activity,Percent of adults who engage in no leisure-time physical activity,33.7,28.7,39,1397
501298,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,39.5,36.1,42.9,1398
501299,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,33.9,29.6,38.4,1399
501300,Physical Activity,Percent of adults who engage in no leisure-time physical activity,22.1,20.2,24.1,1400
501301,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,36.2,32.6,40,1401
501302,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,30.8,25.3,37,1402
501303,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,36.6,32,41.6,1403
501304,Physical Activity,Percent of adults who engage in no leisure-time physical activity,13.3,12,14.7,1404
501305,Physical Activity,Percent of adults who engage in no leisure-time physical activity,21.8,19.6,24.2,1405
501306,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.9,25.5,39.1,1406
501307,Physical Activity,Percent of adults who engage in no leisure-time physical activity,31.8,27.5,36.4,1407
501308,Physical Activity,Percent of adults who engage in no leisure-time physical activity,25.6,20.9,31,1408
501309,Physical Activity,Percent of adults who engage in no leisure-time physical activity,23.9,21.2,26.9,1409
501310,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,35.2,24.5,47.7,1410
501311,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,26.6,21.8,31.9,1411
501312,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.8,30,37.8,1412
501313,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,25.7,20.3,31.9,1413
501314,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.7,20.9,38,1414
501315,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,35.3,25.7,46.3,1415
501316,Physical Activity,Percent of adults who engage in no leisure-time physical activity,41.8,29.7,55,1416
